RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location,year,month,Latitude,Longitude
7306798,P191394259,05/19/2019 09:58:00 PM,Non-Emergency,SW,Business Check,3900 FREDERICK AV,21229.0,Irvington,Southwestern,843.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"3900 FREDERICK AV
BALTIMORE, MD
(39.281775, -76.681376)",2019,5,39.28199935,-76.68143404530146
7444184,P191394283,05/19/2019 10:02:00 PM,Non-Emergency,SW,Business Check,4100 FREDERICK AV,21229.0,Irvington,Southwestern,833.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4100 FREDERICK AV
BALTIMORE, MD
(39.281712, -76.683434)",2019,5,39.2819463,-76.68344309617893
7403359,P191394652,05/19/2019 11:47:00 PM,Non-Emergency,SE,Hot Spot Check,2600 JEFFERSON ST,21205.0,McElderry Park,Southeastern,221.0,13.0,D5,Madison/East End,Census Tract 702,,"2600 JEFFERSON ST
BALTIMORE, MD
(39.296826, -76.58032)",2019,5,39.296946750000004,-76.58032928052798
7288022,P191400341,05/20/2019 01:52:00 AM,Non-Emergency,ED,Hot Spot Check,1800 N WOLFE ST,21213.0,Broadway East,Eastern,331.0,12.0,D5,Greenmount East,Census Tract 806,Eastern1,"1800 N WOLFE ST
BALTIMORE, MD
(39.311126, -76.591667)",2019,5,39.311126,-76.591882
7444224,P191400183,05/20/2019 01:00:00 AM,Non-Emergency,NE,Business Check,4400 BELAIR RD,21206.0,Belair-Edison,Northeastern,442.0,2.0,D4,Cedonia/Frankford,Census Tract 2602.02,Northeastern,"4400 BELAIR RD
BALTIMORE, MD
(39.328972, -76.564354)",2019,5,39.329156,-76.56460019842473
7306893,P191394708,05/19/2019 11:58:00 PM,Non-Emergency,WD,Business Check,2600 W FRANKLIN ST,21223.0,Rosemont Homeowners/Tenants,Western,721.0,9.0,D8,Greater Rosemont,Census Tract 1605,,"2600 W FRANKLIN ST
BALTIMORE, MD
(39.293341, -76.659296)",2019,5,39.293427,-76.659518
7319365,P191400366,05/20/2019 02:03:00 AM,Non-Emergency,SD,Business Check,400 RUSSELL ST,21230.0,Ridgely's Delight,Southern,941.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2201,,"400 RUSSELL ST
BALTIMORE, MD
(39.28451, -76.623476)",2019,5,39.2845341,-76.6237886
7297418,P191400151,05/20/2019 12:52:00 AM,Non-Emergency,ED,Hot Spot Check,E PRESTON ST/GREENMOUNT AV,21202.0,Johnston Square,Eastern,311.0,12.0,D5,Greenmount East,Census Tract 1001,,"E PRESTON ST
BALTIMORE, MD",2019,5,39.3054807,-76.5913335
7266733,P191394220,05/19/2019 09:46:00 PM,Non-Emergency,WD,Hot Spot Check,1300 N WOODYEAR ST,21217.0,Sandtown-Winchester,Western,743.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,"1300 N WOODYEAR ST
BALTIMORE, MD
(39.303337, -76.639638)",2019,5,39.303481,-76.63979
7403323,P191394664,05/19/2019 11:49:00 PM,Non-Emergency,NE,Business Check,800 E 25TH ST,21218.0,East Baltimore Midway,Eastern,342.0,12.0,D5,Midway/Coldstream,Census Tract 908,,"800 E 25TH ST
BALTIMORE, MD
(39.318165, -76.601858)",2019,5,39.31828,-76.601879
7276981,P191400110,05/20/2019 12:29:00 AM,Non-Emergency,WD,Business Check,1700 N CALHOUN ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,"1700 N CALHOUN ST
BALTIMORE, MD
(39.307938, -76.64349)",2019,5,39.308063,-76.643692
7306981,P191400292,05/20/2019 01:37:00 AM,Non-Emergency,SW,Traffic Stop,4400 EDMONDSON AV,21229.0,Rognel Heights,Southwestern,822.0,8.0,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.04,,"4400 EDMONDSON AV
BALTIMORE, MD
(39.293485, -76.691893)",2019,5,39.293658,-76.689588
7287950,P191394380,05/19/2019 10:27:00 PM,Non-Emergency,ND,Business Check,5100 YORK RD,21212.0,Winston-Govans,Northern,524.0,4.0,D2,Greater Govans,Census Tract 2710.02,,"5100 YORK RD
BALTIMORE, MD
(39.350595, -76.609722)",2019,5,39.3503458,-76.6101392
7266775,P191394525,05/19/2019 11:13:00 PM,Non-Emergency,WD,Business Check,2800 EDMONDSON AV,21223.0,Mosher,Western,721.0,9.0,D8,Greater Rosemont,Census Tract 1606,,"2800 EDMONDSON AV
BALTIMORE, MD
(39.294476, -76.662976)",2019,5,39.294572,-76.663103
7444313,P191400225,05/20/2019 01:11:00 AM,Non-Emergency,SW,Business Check,3400 WALBROOK AV,21216.0,Mount Holly,Southwestern,812.0,7.0,D9,Greater Rosemont,Census Tract 1506,,"3400 WALBROOK AV
BALTIMORE, MD
(39.309943, -76.674191)",2019,5,39.31002,-76.674347
7319347,P191400219,05/20/2019 01:08:00 AM,Non-Emergency,SE,Hot Spot Check,2600 JEFFERSON ST,21205.0,McElderry Park,Southeastern,221.0,13.0,D5,Madison/East End,Census Tract 702,,"2600 JEFFERSON ST
BALTIMORE, MD
(39.296826, -76.58032)",2019,5,39.296946750000004,-76.58032928052798
7276919,P191400057,05/20/2019 12:15:00 AM,Non-Emergency,ND,Business Check,3600 KESWICK RD,21211.0,Wyman Park,Northern,531.0,14.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1307,,"3600 KESWICK RD
BALTIMORE, MD
(39.331422, -76.628037)",2019,5,39.3313766,-76.6281305
7444314,P191400359,05/20/2019 01:59:00 AM,Non-Emergency,SW,Hot Spot Check,1800 BLOOMINGDALE RD,21216.0,Rosemont,Southwestern,813.0,7.0,D9,Greater Rosemont,Census Tract 1506,,"1800 BLOOMINGDALE RD
BALTIMORE, MD
(39.308389, -76.670312)",2019,5,39.308094249999996,-76.67055905540074
7403305,P191394156,05/19/2019 09:29:00 PM,Non-Emergency,CD,Traffic Stop,500 PARK AV,21201.0,Mount Vernon,Central,142.0,11.0,D8,Midtown,Census Tract 1102,,"500 PARK AV
BALTIMORE, MD
(39.295291, -76.618276)",2019,5,39.295418049999995,-76.61894746991535
7266737,P191394703,05/19/2019 11:57:00 PM,Non-Emergency,WD,Business Check,2400 W FRANKLIN ST,21223.0,Penrose/Fayette Street Outreach,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2002,,"2400 W FRANKLIN ST
BALTIMORE, MD
(39.293515, -76.65486)",2019,5,39.293658,-76.654887
7297405,P191400336,05/20/2019 01:51:00 AM,Non-Emergency,WD,Business Check,1600 W BALTIMORE ST,21223.0,Franklin Square,Western,711.0,9.0,D8,Southwest Baltimore,Census Tract 1901,Tri-District,"1600 W BALTIMORE ST
BALTIMORE, MD
(39.288321, -76.642467)",2019,5,39.288574499999996,-76.64254260195169
7444267,P191394329,05/19/2019 10:13:00 PM,Non-Emergency,WD,Hot Spot Check,900 BENNETT PL,21223.0,Harlem Park,Western,713.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1703,Central,"900 BENNETT PL
BALTIMORE, MD
(39.295017, -76.632322)",2019,5,39.2951611,-76.63246180861641
7288018,P191394621,05/19/2019 11:39:00 PM,Non-Emergency,SD,Hot Spot Check,900 LEADENHALL ST,21230.0,Sharp-Leadenhall,Southern,941.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2301,,"900 LEADENHALL ST
BALTIMORE, MD
(39.278681, -76.617036)",2019,5,39.278578,-76.617178
7276917,P191394557,05/19/2019 11:25:00 PM,Non-Emergency,WD,Business Check,1900 W LAFAYETTE AV,21217.0,Midtown-Edmondson,Western,722.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"1900 W LAFAYETTE AV
BALTIMORE, MD
(39.298725, -76.647836)",2019,5,39.2988703,-76.6476967
7319289,P191400224,05/20/2019 01:11:00 AM,Non-Emergency,SW,Traffic Stop,4600 EDMONDSON AV,21229.0,Hunting Ridge,Southwestern,822.0,8.0,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.01,,"4600 EDMONDSON AV
BALTIMORE, MD
(39.293406, -76.693881)",2019,5,39.2939367,-76.69425360194938
7266693,P191394593,05/19/2019 11:33:00 PM,Non-Emergency,WD,Business Check,2700 PENNSYLVANIA AV,21217.0,Penn North,Western,733.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,"2700 PENNSYLVANIA AV
BALTIMORE, MD
(39.312552, -76.645509)",2019,5,39.31244275,-76.64566397666944
7288007,P191400058,05/20/2019 12:16:00 AM,Non-Emergency,WD,Business Check,700 N MOUNT ST,21217.0,Harlem Park,Western,713.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1603,,"700 N MOUNT ST
BALTIMORE, MD
(39.296415, -76.644212)",2019,5,39.296625,-76.64441
7319334,P191400246,05/20/2019 01:17:00 AM,Non-Emergency,WD,Warrant Service,1900 N PAYSON ST,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"1900 N PAYSON ST
BALTIMORE, MD
(39.310091, -76.649915)",2019,5,39.31007475,-76.65013554358974
7403416,P191394709,05/19/2019 11:58:00 PM,Non-Emergency,WD,Business Check,2600 LAURETTA AV,21223.0,Rosemont Homeowners/Tenants,Western,721.0,9.0,D8,Greater Rosemont,Census Tract 1605,,"2600 LAURETTA AV
BALTIMORE, MD
(39.293907, -76.659486)",2019,5,39.294063449999996,-76.65951373535738
7277085,P191400342,05/20/2019 01:52:00 AM,Non-Emergency,ND,Business Check,900 W 36TH ST,21211.0,Hampden,Northern,531.0,14.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1306,,"900 W 36TH ST
BALTIMORE, MD
(39.331138, -76.63165)",2019,5,39.3312739,-76.63166642364129
7297387,P191394675,05/19/2019 11:50:00 PM,Non-Emergency,WD,Hot Spot Check,N MONROE ST/BAKER ST,21217.0,Easterwood,Western,741.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"N MONROE ST
BALTIMORE, MD",2019,5,39.2926167,-76.6471684
7297367,P191394168,05/19/2019 09:31:00 PM,Non-Emergency,NE,Business Check,3400 BELAIR RD,21213.0,Belair-Edison,Northeastern,432.0,13.0,D5,Belair-Edison,Census Tract 801.01,Northeastern,"3400 BELAIR RD
BALTIMORE, MD
(39.322408, -76.572563)",2019,5,39.3226174,-76.5726034
7403310,P191400255,05/20/2019 01:22:00 AM,Non-Emergency,NE,Hot Spot Check,HARFORD RD/HUGO AV,21218.0,Clifton Park,Northeastern,431.0,14.0,D5,Belair-Edison,Census Tract 801.01,,"HARFORD RD
BALTIMORE, MD",2019,5,39.3223406,-76.5891571
7403309,P191400078,05/20/2019 12:21:00 AM,Non-Emergency,ND,Business Check,3600 KESWICK RD,21211.0,Wyman Park,Northern,531.0,14.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1307,,"3600 KESWICK RD
BALTIMORE, MD
(39.331422, -76.628037)",2019,5,39.3313766,-76.6281305
7266839,P191394543,05/19/2019 11:20:00 PM,Non-Emergency,NE,Repairs/Service,BIDDLE STREET,21213.0,Orangeville,Eastern,333.0,13.0,D6,Orangeville/East Highlandtown,Census Tract 2604.04,,"BIDDLE STREET BALTIMORE, MD
(39.2719, -76.477501)",2019,5,39.3109777,-76.5224257
7276950,P191400088,05/20/2019 12:23:00 AM,Non-Emergency,SE,Business Check,3700 FLEET ST,21224.0,Brewers Hill,Southeastern,233.0,1.0,D6,Highlandtown,Census Tract 2609,,"3700 FLEET ST
BALTIMORE, MD
(39.285647, -76.565822)",2019,5,39.2859017,-76.5657418
7306948,P191400291,05/20/2019 01:36:00 AM,Non-Emergency,ND,Business Check,200 W 28TH ST,21218.0,Remington,Northern,511.0,12.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1207,,"200 W 28TH ST
BALTIMORE, MD
(39.321792, -76.619955)",2019,5,39.321894,-76.620121
7297417,P191400016,05/20/2019 12:03:00 AM,Non-Emergency,WD,Business Check,800 W BALTIMORE ST,21201.0,Poppleton,Western,712.0,11.0,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1801,,"800 W BALTIMORE ST
BALTIMORE, MD
(39.288931, -76.629489)",2019,5,39.289067,-76.629074
7276965,P191400202,05/20/2019 01:03:00 AM,Non-Emergency,WD,Hot Spot Check,2200 N FULTON AV,21217.0,Parkview/Woodbrook,Western,732.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,"2200 N FULTON AV
BALTIMORE, MD
(39.313563, -76.645888)",2019,5,39.31342585,-76.64628464696617
7403326,P191400373,05/20/2019 02:04:00 AM,Non-Emergency,WD,Business Check,1000 N PAYSON ST,21217.0,Bridgeview/Greenlawn,Western,722.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"1000 N PAYSON ST
BALTIMORE, MD
(39.299874, -76.649307)",2019,5,39.29985755,-76.64957381699972
7277003,P191394268,05/19/2019 10:00:00 PM,Non-Emergency,SW,Business Check,4100 FREDERICK AV,21229.0,Irvington,Southwestern,843.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4100 FREDERICK AV
BALTIMORE, MD
(39.281712, -76.683434)",2019,5,39.2819463,-76.68344309617893
7297350,P191394274,05/19/2019 10:01:00 PM,Non-Emergency,SW,Business Check,4100 FREDERICK AV,21229.0,Irvington,Southwestern,843.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4100 FREDERICK AV
BALTIMORE, MD
(39.281712, -76.683434)",2019,5,39.2819463,-76.68344309617893
7266776,P191394634,05/19/2019 11:42:00 PM,Non-Emergency,WD,Hot Spot Check,1400 PRESSTMAN ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,,"1400 PRESSTMAN ST
BALTIMORE, MD
(39.305482, -76.640793)",2019,5,39.305592,-76.640693
7277007,P191400127,05/20/2019 12:40:00 AM,Non-Emergency,WD,Hot Spot Check,1400 PRESSTMAN ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,,"1400 PRESSTMAN ST
BALTIMORE, MD
(39.305482, -76.640793)",2019,5,39.305592,-76.640693
7319331,P191394653,05/19/2019 11:47:00 PM,Non-Emergency,SE,Business Check,2600 JEFFERSON ST,21205.0,McElderry Park,Southeastern,221.0,13.0,D5,Patterson Park North & East,Census Tract 602,,"2600 JEFFERSON ST
BALTIMORE, MD
(39.296826, -76.58032)",2019,5,39.296946750000004,-76.58032928052798
7276951,P191400156,05/20/2019 12:53:00 AM,Non-Emergency,NE,Hot Spot Check,2800 PELHAM AV,21213.0,Belair-Edison,Northeastern,432.0,13.0,D5,Belair-Edison,Census Tract 801.01,,"2800 PELHAM AV
BALTIMORE, MD
(39.325598, -76.572204)",2019,5,39.325728600000005,-76.57203397793234
7403357,P191394378,05/19/2019 10:26:00 PM,Non-Emergency,WD,Traffic Stop,0 N MONROE ST,21223.0,Penrose/Fayette Street Outreach,Western,714.0,9.0,D8,Southwest Baltimore,Census Tract 2001,,"0 N MONROE ST
BALTIMORE, MD",2019,5,39.2926167,-76.6471684
7276905,P191394203,05/19/2019 09:42:00 PM,Non-Emergency,NW,Hot Spot Check,5100 PARK HEIGHTS AV,21215.0,Central Park Heights,Northwestern,614.0,6.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,"5100 PARK HEIGHTS AV
BALTIMORE, MD
(39.34847, -76.674875)",2019,5,39.3456985,-76.6717894
7444293,P191400315,05/20/2019 01:44:00 AM,Non-Emergency,SW,Traffic Stop,2000 BLOOMINGDALE RD,21216.0,Walbrook,Southwestern,811.0,7.0,D9,Greater Rosemont,Census Tract 1506,,"2000 BLOOMINGDALE RD
BALTIMORE, MD",2019,5,39.3104934,-76.672431
7277001,P191394678,05/19/2019 11:50:00 PM,Non-Emergency,ED,Hot Spot Check,1000 BONAPARTE AV,21218.0,East Baltimore Midway,Eastern,342.0,12.0,D5,Midway/Coldstream,Census Tract 908,Eastern1,"1000 BONAPARTE AV
BALTIMORE, MD
(39.31618, -76.601351)",2019,5,39.31634015,-76.60121338878105
7306831,P191394707,05/19/2019 11:57:00 PM,Non-Emergency,WD,Hot Spot Check,N MONROE ST/WALBROOK AV,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"N MONROE ST
BALTIMORE, MD",2019,5,39.2926167,-76.6471684
7288050,P191400358,05/20/2019 01:58:00 AM,Non-Emergency,SW,Business Check,3300 FREDERICK AV,21229.0,Irvington,Southwestern,833.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"3300 FREDERICK AV
BALTIMORE, MD
(39.280951, -76.672528)",2019,5,39.2810693,-76.6723443
7297410,P191394230,05/19/2019 09:49:00 PM,Non-Emergency,SW,COMMUNITY ENGAGE,4100 FREDERICK AV,21229.0,Irvington,Southwestern,843.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4100 FREDERICK AV
BALTIMORE, MD
(39.281712, -76.683434)",2019,5,39.2819463,-76.68344309617893
7319317,P191394297,05/19/2019 10:04:00 PM,Non-Emergency,SW,Traffic Stop,2300 FREDERICK AV,21223.0,Shipley Hill,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2004,Tri-District,"2300 FREDERICK AV
BALTIMORE, MD
(39.284756, -76.652811)",2019,5,39.2850323,-76.6528762
7288021,P191400174,05/20/2019 12:57:00 AM,Non-Emergency,SW,Business Check,1800 BLOOMINGDALE RD,21216.0,Rosemont,Southwestern,813.0,7.0,D9,Greater Rosemont,Census Tract 1506,,"1800 BLOOMINGDALE RD
BALTIMORE, MD
(39.308389, -76.670312)",2019,5,39.308094249999996,-76.67055905540074
7287978,P191394359,05/19/2019 10:21:00 PM,Non-Emergency,WD,Business Check,1300 W BALTIMORE ST,21223.0,Franklin Square,Western,711.0,9.0,D8,Southwest Baltimore,Census Tract 1902,Tri-District,"1300 W BALTIMORE ST
BALTIMORE, MD
(39.288503, -76.638139)",2019,5,39.288642,-76.63833
7277022,P191400159,05/20/2019 12:53:00 AM,Non-Emergency,WD,Hot Spot Check,N MONROE ST/CLIFTON AV,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"N MONROE ST
BALTIMORE, MD",2019,5,39.2926167,-76.6471684
7287907,P191400015,05/20/2019 12:03:00 AM,Non-Emergency,ED,Hot Spot Check,2400 BRENTWOOD AV,21218.0,Barclay,Eastern,341.0,12.0,D2,Greater Charles Village/Barclay,Census Tract 1203,,"2400 BRENTWOOD AV
BALTIMORE, MD
(39.316325, -76.610403)",2019,5,39.3163409,-76.61060620018065
7403410,P191400119,05/20/2019 12:35:00 AM,Non-Emergency,SE,Traffic Stop,0 S HIGHLAND AV,21224.0,Baltimore Highlands,Southeastern,223.0,1.0,D6,Highlandtown,Census Tract 2608,,"0 S HIGHLAND AV
BALTIMORE, MD",2019,5,39.2917374,-76.5693572
7306914,P191394257,05/19/2019 09:57:00 PM,Non-Emergency,CD,INJURED PERSON,0 LIGHT ST,21202.0,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,,"0 LIGHT ST
BALTIMORE, MD",2019,5,39.2801684,-76.6127184
7403311,P191400340,05/20/2019 01:51:00 AM,Non-Emergency,ND,Business Check,600 W 33RD ST,21211.0,Wyman Park,Northern,531.0,14.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1306,,"600 W 33RD ST
BALTIMORE, MD
(39.327113, -76.626628)",2019,5,39.32734885000001,-76.62664704272872
7306890,P191394161,05/19/2019 09:30:00 PM,Non-Emergency,NE,Business Check,700 E 25TH ST,21218.0,East Baltimore Midway,Eastern,342.0,12.0,D5,Midway/Coldstream,Census Tract 908,,"700 E 25TH ST
BALTIMORE, MD
(39.318356, -76.603077)",2019,5,39.3187297,-76.6059255
7403346,P191400325,05/20/2019 01:48:00 AM,Non-Emergency,SW,Business Check,1500 S CATON AV,21227.0,Morrell Park,Southwestern,831.0,10.0,D10,Morrell Park/Violetville,Census Tract 2502.06,,"1500 S CATON AV
BALTIMORE, MD
(39.262152, -76.665727)",2019,5,39.262042,-76.665726
7444299,P191400204,05/20/2019 01:03:00 AM,Non-Emergency,WD,Warrant Service,2100 CLIFTON AV,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"2100 CLIFTON AV
BALTIMORE, MD
(39.311748, -76.6519)",2019,5,39.3119786,-76.65191648268775
7319387,P191394626,05/19/2019 11:41:00 PM,Non-Emergency,ND,Business Check,3600 FALLS RD,21211.0,Hampden,Northern,531.0,7.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1306,,"3600 FALLS RD
BALTIMORE, MD
(39.331032, -76.634963)",2019,5,39.33093945,-76.63516176267558
7403429,P191394319,05/19/2019 10:10:00 PM,Non-Emergency,WD,Hot Spot Check,2300 CALVERTON HEIGHTS AV,21216.0,Bridgeview/Greenlawn,Western,723.0,9.0,D8,Greater Rosemont,Census Tract 1605,,"2300 CALVERTON HEIGHTS AV
BALTIMORE, MD
(39.297674, -76.653909)",2019,5,39.297937250000004,-76.65392598989925
7297404,P191400239,05/20/2019 01:15:00 AM,Non-Emergency,NE,Hot Spot Check,2800 LAKE AV,21213.0,Belair-Edison,Northeastern,432.0,13.0,D5,Belair-Edison,Census Tract 801.01,,"2800 LAKE AV
BALTIMORE, MD
(39.323931, -76.57406)",2019,5,39.32410205,-76.57386443915009
7277006,P191400074,05/20/2019 12:20:00 AM,Non-Emergency,WD,Hot Spot Check,1400 N FULTON AV,21217.0,Sandtown-Winchester,Western,743.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,,"1400 N FULTON AV
BALTIMORE, MD
(39.304322, -76.646185)",2019,5,39.30430335,-76.64635387306535
7403430,P191394434,05/19/2019 10:47:00 PM,Non-Emergency,WD,Business Check,1100 N STRICKER ST,21217.0,Sandtown-Winchester,Western,743.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,"1100 N STRICKER ST
BALTIMORE, MD
(39.301231, -76.641648)",2019,5,39.30121135,-76.64189442212827
7266722,P191394650,05/19/2019 11:46:00 PM,Non-Emergency,SW,COMMUNITY ENGAGE,3700 EDMONDSON AV,21229.0,Edgewood,Southwestern,844.0,8.0,D10,Edmondson Village,Census Tract 1608.02,,"3700 EDMONDSON AV
BALTIMORE, MD
(39.293957, -76.678525)",2019,5,39.29418685,-76.67854343255843
7306966,P191400365,05/20/2019 02:03:00 AM,Non-Emergency,NW,Traffic Stop,5400 PARK HEIGHTS AV,21215.0,Arlington,Northwestern,633.0,5.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,,"5400 PARK HEIGHTS AV
BALTIMORE, MD
(39.35043, -76.680722)",2019,5,39.35015565,-76.68086592209605
7276980,P191394673,05/19/2019 11:50:00 PM,Non-Emergency,WD,Business Check,1800 BAKER ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"1800 BAKER ST
BALTIMORE, MD
(39.30662, -76.647281)",2019,5,39.3067891,-76.64729006457381
7319288,P191400150,05/20/2019 12:52:00 AM,Non-Emergency,NE,Business Check,6200 BELAIR RD,21206.0,Glenham-Belhar,Northeastern,425.0,2.0,D4,Hamilton,Census Tract 2704.01,,"6200 BELAIR RD
BALTIMORE, MD
(39.349864, -76.536182)",2019,5,39.3501105,-76.53657194913384
7306830,P191394419,05/19/2019 10:40:00 PM,Non-Emergency,WD,Hot Spot Check,2800 EDMONDSON AV,21223.0,Mosher,Western,721.0,9.0,D8,Greater Rosemont,Census Tract 1606,,"2800 EDMONDSON AV
BALTIMORE, MD
(39.294476, -76.662976)",2019,5,39.294572,-76.663103
7444300,P191400318,05/20/2019 01:45:00 AM,Non-Emergency,WD,Hot Spot Check,300 N GILMOR ST,21223.0,Franklin Square,Western,711.0,9.0,D8,Southwest Baltimore,Census Tract 1901,,"300 N GILMOR ST
BALTIMORE, MD
(39.292264, -76.642583)",2019,5,39.292245550000004,-76.64284071945922
3408,P190521722,02/21/2019 01:15:00 PM,High,SE,OVERDOSE,0 N FRONT ST,21202.0,Jonestown,Southeastern,211.0,12.0,D7,Harbor East/Little Italy,Census Tract 302,,"0 N FRONT ST
BALTIMORE, MD",2019,2,39.2936662,-76.6088057
7287935,P191400064,05/20/2019 12:17:00 AM,Non-Emergency,WD,Business Check,1900 W LAFAYETTE AV,21217.0,Midtown-Edmondson,Western,722.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"1900 W LAFAYETTE AV
BALTIMORE, MD
(39.298725, -76.647836)",2019,5,39.2988703,-76.6476967
7403418,P191400293,05/20/2019 01:38:00 AM,Non-Emergency,WD,Hot Spot Check,800 W SARATOGA ST,21201.0,Poppleton,Western,712.0,9.0,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1801,,"800 W SARATOGA ST
BALTIMORE, MD
(39.292561, -76.63125)",2019,5,39.2927098,-76.63113853359374
7403356,P191394146,05/19/2019 09:26:00 PM,Non-Emergency,WD,Hot Spot Check,BAKER ST/MCKEAN AV,21217.0,Sandtown-Winchester,Western,742.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"BAKER ST
BALTIMORE, MD",2019,5,39.3063867,-76.6539076
7444298,P191400090,05/20/2019 12:24:00 AM,Non-Emergency,WD,Business Check,1600 W BALTIMORE ST,21223.0,Franklin Square,Western,711.0,9.0,D8,Southwest Baltimore,Census Tract 1901,Tri-District,"1600 W BALTIMORE ST
BALTIMORE, MD
(39.288321, -76.642467)",2019,5,39.288574499999996,-76.64254260195169
7319277,P191400211,05/20/2019 01:06:00 AM,Non-Emergency,WD,Warrant Service,2200 CLIFTON AV,21216.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"2200 CLIFTON AV
BALTIMORE, MD
(39.311695, -76.653352)",2019,5,39.311928550000005,-76.65336797079124
7306891,P191394284,05/19/2019 10:03:00 PM,Non-Emergency,ND,Business Check,5000 YORK RD,21212.0,Radnor-Winston,Northern,521.0,4.0,D2,North Baltimore/Guilford/Homeland,Census Tract 2711.01,,"5000 YORK RD
BALTIMORE, MD
(39.349211, -76.609682)",2019,5,39.34913725,-76.61001216367295
7266721,P191394526,05/19/2019 11:13:00 PM,Non-Emergency,WD,Business Check,2800 EDMONDSON AV,21223.0,Mosher,Western,721.0,9.0,D8,Greater Rosemont,Census Tract 1606,,"2800 EDMONDSON AV
BALTIMORE, MD
(39.294476, -76.662976)",2019,5,39.294572,-76.663103
7403433,P191400144,05/20/2019 12:47:00 AM,Non-Emergency,SE,Business Check,3500 BOSTON ST,21224.0,Canton,Southeastern,232.0,1.0,D6,Southeastern,Census Tract 2606.05,,"3500 BOSTON ST
BALTIMORE, MD
(39.277188, -76.567027)",2019,5,39.2775827,-76.5670639
7403533,P191400024,05/20/2019 12:05:00 AM,Non-Emergency,WD,Hot Spot Check,1300 N FREMONT AV,21217.0,Sandtown-Winchester,Western,743.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,"1300 N FREMONT AV
BALTIMORE, MD
(39.303631, -76.636953)",2019,5,39.3035378,-76.6370829
